event_id,order_id,estacion,ts_inicio,ts_fin,duracion_real_min,turno
PRD00001149,ORD000288,BODY,2025-01-09 19:27:00,2025-01-09 21:06:00,99,B
PRD00001150,ORD000288,PAINT,2025-01-09 21:27:00,2025-01-09 23:29:00,122,B
PRD00001151,ORD000288,ASSEMBLY,2025-01-09 23:50:00,2025-01-10 04:30:00,280,C
PRD00001152,ORD000288,EOL,2025-01-10 04:51:00,2025-01-10 05:42:00,51,C
PRD00001153,ORD000289,BODY,2025-01-09 07:05:00,2025-01-09 08:59:00,114,A
PRD00001154,ORD000289,PAINT,2025-01-09 09:03:00,2025-01-09 10:31:00,88,A
PRD00001155,ORD000289,ASSEMBLY,2025-01-09 10:48:00,2025-01-09 15:03:00,255,A
PRD00001156,ORD000289,EOL,2025-01-09 15:23:00,2025-01-09 16:07:00,44,B
PRD00001157,ORD000290,BODY,2025-01-09 09:39:00,2025-01-09 11:28:00,109,A
PRD00001158,ORD000290,PAINT,2025-01-09 11:35:00,2025-01-09 13:31:00,116,A
PRD00001159,ORD000290,ASSEMBLY,2025-01-09 13:38:00,2025-01-09 17:17:00,219,A
PRD00001160,ORD000290,EOL,2025-01-09 17:34:00,2025-01-09 18:16:00,42,B
PRD00001161,ORD000291,BODY,2025-01-09 06:05:00,2025-01-09 07:52:00,107,A
PRD00001162,ORD000291,PAINT,2025-01-09 08:00:00,2025-01-09 09:37:00,97,A
PRD00001163,ORD000291,ASSEMBLY,2025-01-09 09:55:00,2025-01-09 14:15:00,260,A
PRD00001164,ORD000291,EOL,2025-01-09 14:31:00,2025-01-09 15:07:00,36,B
PRD00001165,ORD000292,BODY,2025-01-09 19:20:00,2025-01-09 20:54:00,94,B
PRD00001166,ORD000292,PAINT,2025-01-09 20:59:00,2025-01-09 22:39:00,100,B
PRD00001167,ORD000292,ASSEMBLY,2025-01-09 22:49:00,2025-01-10 02:24:00,215,C
PRD00001168,ORD000292,EOL,2025-01-10 02:38:00,2025-01-10 03:23:00,45,C
PRD00001169,ORD000293,BODY,2025-01-09 03:53:00,2025-01-09 05:47:00,114,C
PRD00001170,ORD000293,PAINT,2025-01-09 05:54:00,2025-01-09 07:51:00,117,C
PRD00001171,ORD000293,ASSEMBLY,2025-01-09 08:04:00,2025-01-09 12:02:00,238,A
PRD00001172,ORD000293,EOL,2025-01-09 12:05:00,2025-01-09 12:30:00,25,A
PRD00001173,ORD000294,BODY,2025-01-09 08:13:00,2025-01-09 10:03:00,110,A
PRD00001174,ORD000294,PAINT,2025-01-09 10:18:00,2025-01-09 12:16:00,118,A
PRD00001175,ORD000294,ASSEMBLY,2025-01-09 12:28:00,2025-01-09 16:22:00,234,A
PRD00001176,ORD000294,EOL,2025-01-09 16:39:00,2025-01-09 17:24:00,45,B
PRD00001177,ORD000295,BODY,2025-01-09 23:47:00,2025-01-10 01:26:00,99,C
PRD00001178,ORD000295,PAINT,2025-01-10 01:38:00,2025-01-10 03:26:00,108,C
PRD00001179,ORD000295,ASSEMBLY,2025-01-10 03:44:00,2025-01-10 08:01:00,257,C
PRD00001180,ORD000295,EOL,2025-01-10 08:15:00,2025-01-10 09:03:00,48,A
PRD00001181,ORD000296,BODY,2025-01-09 22:51:00,2025-01-10 00:37:00,106,C
PRD00001182,ORD000296,PAINT,2025-01-10 00:48:00,2025-01-10 02:48:00,120,C
PRD00001183,ORD000296,ASSEMBLY,2025-01-10 03:00:00,2025-01-10 07:21:00,261,C
PRD00001184,ORD000296,EOL,2025-01-10 07:39:00,2025-01-10 08:31:00,52,A
PRD00001185,ORD000297,BODY,2025-01-09 10:25:00,2025-01-09 12:01:00,96,A
PRD00001186,ORD000297,PAINT,2025-01-09 12:19:00,2025-01-09 14:07:00,108,A
PRD00001187,ORD000297,ASSEMBLY,2025-01-09 14:20:00,2025-01-09 17:36:00,196,B
PRD00001188,ORD000297,EOL,2025-01-09 17:45:00,2025-01-09 18:20:00,35,B
PRD00001189,ORD000298,BODY,2025-01-09 20:57:00,2025-01-09 22:14:00,77,B
PRD00001190,ORD000298,PAINT,2025-01-09 22:32:00,2025-01-10 00:36:00,124,C
PRD00001191,ORD000298,ASSEMBLY,2025-01-10 00:49:00,2025-01-10 03:53:00,184,C
PRD00001192,ORD000298,EOL,2025-01-10 03:56:00,2025-01-10 04:33:00,37,C
PRD00001193,ORD000299,BODY,2025-01-10 02:07:00,2025-01-10 03:42:00,95,C
PRD00001194,ORD000299,PAINT,2025-01-10 03:55:00,2025-01-10 05:40:00,105,C
PRD00001195,ORD000299,ASSEMBLY,2025-01-10 05:58:00,2025-01-10 08:48:00,170,C
PRD00001196,ORD000299,EOL,2025-01-10 09:00:00,2025-01-10 09:44:00,44,A
PRD00001197,ORD000300,BODY,2025-01-09 07:54:00,2025-01-09 09:14:00,80,A
PRD00001198,ORD000300,PAINT,2025-01-09 09:35:00,2025-01-09 11:34:00,119,A
PRD00001199,ORD000300,ASSEMBLY,2025-01-09 11:44:00,2025-01-09 15:05:00,201,A
PRD00001200,ORD000300,EOL,2025-01-09 15:13:00,2025-01-09 15:48:00,35,B
PRD00001201,ORD000301,BODY,2025-01-09 12:12:00,2025-01-09 14:01:00,109,A
PRD00001202,ORD000301,PAINT,2025-01-09 14:06:00,2025-01-09 15:18:00,72,B
PRD00001203,ORD000301,ASSEMBLY,2025-01-09 15:39:00,2025-01-09 19:08:00,209,B
PRD00001204,ORD000301,EOL,2025-01-09 19:29:00,2025-01-09 20:10:00,41,B
PRD00001205,ORD000302,BODY,2025-01-09 19:22:00,2025-01-09 21:32:00,130,B
PRD00001206,ORD000302,PAINT,2025-01-09 21:43:00,2025-01-09 23:17:00,94,B
PRD00001207,ORD000302,ASSEMBLY,2025-01-09 23:31:00,2025-01-10 02:51:00,200,C
PRD00001208,ORD000302,EOL,2025-01-10 03:10:00,2025-01-10 03:47:00,37,C
PRD00001209,ORD000303,BODY,2025-01-09 06:25:00,2025-01-09 07:50:00,85,A
PRD00001210,ORD000303,PAINT,2025-01-09 08:05:00,2025-01-09 09:37:00,92,A
PRD00001211,ORD000303,ASSEMBLY,2025-01-09 09:42:00,2025-01-09 12:25:00,163,A
PRD00001212,ORD000303,EOL,2025-01-09 12:32:00,2025-01-09 13:19:00,47,A
PRD00001213,ORD000304,BODY,2025-01-09 11:42:00,2025-01-09 12:47:00,65,A
PRD00001214,ORD000304,PAINT,2025-01-09 12:59:00,2025-01-09 14:56:00,117,A
PRD00001215,ORD000304,ASSEMBLY,2025-01-09 15:16:00,2025-01-09 18:17:00,181,B
PRD00001216,ORD000304,EOL,2025-01-09 18:36:00,2025-01-09 19:12:00,36,B
PRD00001217,ORD000305,BODY,2025-01-09 13:10:00,2025-01-09 15:14:00,124,A
PRD00001218,ORD000305,PAINT,2025-01-09 15:28:00,2025-01-09 17:11:00,103,B
PRD00001219,ORD000305,ASSEMBLY,2025-01-09 17:17:00,2025-01-09 21:08:00,231,B
PRD00001220,ORD000305,EOL,2025-01-09 21:12:00,2025-01-09 22:09:00,57,B
PRD00001221,ORD000306,BODY,2025-01-10 02:04:00,2025-01-10 03:39:00,95,C
PRD00001222,ORD000306,PAINT,2025-01-10 03:44:00,2025-01-10 05:37:00,113,C
PRD00001223,ORD000306,ASSEMBLY,2025-01-10 05:46:00,2025-01-10 09:39:00,233,C
PRD00001224,ORD000306,EOL,2025-01-10 09:52:00,2025-01-10 10:34:00,42,A
PRD00001225,ORD000307,BODY,2025-01-09 09:43:00,2025-01-09 11:39:00,116,A
PRD00001226,ORD000307,PAINT,2025-01-09 11:49:00,2025-01-09 13:17:00,88,A
PRD00001227,ORD000307,ASSEMBLY,2025-01-09 13:36:00,2025-01-09 17:48:00,252,A
PRD00001228,ORD000307,EOL,2025-01-09 18:06:00,2025-01-09 19:02:00,56,B
PRD00001229,ORD000308,BODY,2025-01-09 21:23:00,2025-01-09 22:44:00,81,B
PRD00001230,ORD000308,PAINT,2025-01-09 23:05:00,2025-01-10 01:00:00,115,C
PRD00001231,ORD000308,ASSEMBLY,2025-01-10 01:17:00,2025-01-10 04:09:00,172,C
PRD00001232,ORD000308,EOL,2025-01-10 04:18:00,2025-01-10 04:59:00,41,C
PRD00001233,ORD000309,BODY,2025-01-09 06:01:00,2025-01-09 07:13:00,72,A
PRD00001234,ORD000309,PAINT,2025-01-09 07:16:00,2025-01-09 09:02:00,106,A
PRD00001235,ORD000309,ASSEMBLY,2025-01-09 09:16:00,2025-01-09 12:51:00,215,A
PRD00001236,ORD000309,EOL,2025-01-09 13:10:00,2025-01-09 13:46:00,36,A
PRD00001237,ORD000310,BODY,2025-01-09 09:03:00,2025-01-09 10:34:00,91,A
PRD00001238,ORD000310,PAINT,2025-01-09 10:40:00,2025-01-09 12:15:00,95,A
PRD00001239,ORD000310,ASSEMBLY,2025-01-09 12:21:00,2025-01-09 15:25:00,184,A
PRD00001240,ORD000310,EOL,2025-01-09 15:35:00,2025-01-09 16:13:00,38,B
PRD00001241,ORD000311,BODY,2025-01-09 08:02:00,2025-01-09 09:32:00,90,A
PRD00001242,ORD000311,PAINT,2025-01-09 09:40:00,2025-01-09 11:25:00,105,A
PRD00001243,ORD000311,ASSEMBLY,2025-01-09 11:31:00,2025-01-09 15:20:00,229,A
PRD00001244,ORD000311,EOL,2025-01-09 15:24:00,2025-01-09 15:56:00,32,B
PRD00001245,ORD000312,BODY,2025-01-09 17:52:00,2025-01-09 19:36:00,104,B
PRD00001246,ORD000312,PAINT,2025-01-09 19:51:00,2025-01-09 21:31:00,100,B
PRD00001247,ORD000312,ASSEMBLY,2025-01-09 21:41:00,2025-01-10 01:30:00,229,B
PRD00001248,ORD000312,EOL,2025-01-10 01:36:00,2025-01-10 02:34:00,58,C
PRD00001249,ORD000313,BODY,2025-01-09 12:33:00,2025-01-09 14:21:00,108,A
PRD00001250,ORD000313,PAINT,2025-01-09 14:34:00,2025-01-09 16:00:00,86,B
PRD00001251,ORD000313,ASSEMBLY,2025-01-09 16:18:00,2025-01-09 20:54:00,276,B
PRD00001252,ORD000313,EOL,2025-01-09 21:09:00,2025-01-09 21:55:00,46,B
PRD00001253,ORD000314,BODY,2025-01-09 05:09:00,2025-01-09 06:56:00,107,C
PRD00001254,ORD000314,PAINT,2025-01-09 07:14:00,2025-01-09 09:23:00,129,A
PRD00001255,ORD000314,ASSEMBLY,2025-01-09 09:32:00,2025-01-09 13:47:00,255,A
PRD00001256,ORD000314,EOL,2025-01-09 14:04:00,2025-01-09 15:03:00,59,B
PRD00001257,ORD000315,BODY,2025-01-09 06:00:00,2025-01-09 07:58:00,118,A
PRD00001258,ORD000315,PAINT,2025-01-09 08:07:00,2025-01-09 10:02:00,115,A
PRD00001259,ORD000315,ASSEMBLY,2025-01-09 10:20:00,2025-01-09 14:23:00,243,A
PRD00001260,ORD000315,EOL,2025-01-09 14:26:00,2025-01-09 15:04:00,38,B
PRD00001261,ORD000316,BODY,2025-01-10 16:35:00,2025-01-10 18:42:00,127,B
PRD00001262,ORD000316,PAINT,2025-01-10 18:57:00,2025-01-10 20:50:00,113,B
PRD00001263,ORD000316,ASSEMBLY,2025-01-10 21:01:00,2025-01-11 00:05:00,184,B
PRD00001264,ORD000316,EOL,2025-01-11 00:09:00,2025-01-11 00:48:00,39,C
PRD00001265,ORD000317,BODY,2025-01-10 17:44:00,2025-01-10 19:27:00,103,B
PRD00001266,ORD000317,PAINT,2025-01-10 19:32:00,2025-01-10 21:35:00,123,B
PRD00001267,ORD000317,ASSEMBLY,2025-01-10 21:55:00,2025-01-11 01:40:00,225,B
PRD00001268,ORD000317,EOL,2025-01-11 01:56:00,2025-01-11 02:25:00,29,C
PRD00001269,ORD000318,BODY,2025-01-10 16:13:00,2025-01-10 18:21:00,128,B
PRD00001270,ORD000318,PAINT,2025-01-10 18:41:00,2025-01-10 20:35:00,114,B
PRD00001271,ORD000318,ASSEMBLY,2025-01-10 20:53:00,2025-01-11 00:23:00,210,B
PRD00001272,ORD000318,EOL,2025-01-11 00:39:00,2025-01-11 01:27:00,48,C
PRD00001273,ORD000319,BODY,2025-01-10 06:14:00,2025-01-10 07:47:00,93,A
PRD00001274,ORD000319,PAINT,2025-01-10 07:51:00,2025-01-10 09:40:00,109,A
PRD00001275,ORD000319,ASSEMBLY,2025-01-10 09:51:00,2025-01-10 12:17:00,146,A
PRD00001276,ORD000319,EOL,2025-01-10 12:35:00,2025-01-10 13:18:00,43,A
PRD00001277,ORD000320,BODY,2025-01-10 15:03:00,2025-01-10 16:40:00,97,B
PRD00001278,ORD000320,PAINT,2025-01-10 16:52:00,2025-01-10 18:26:00,94,B
PRD00001279,ORD000320,ASSEMBLY,2025-01-10 18:44:00,2025-01-10 22:45:00,241,B
PRD00001280,ORD000320,EOL,2025-01-10 22:52:00,2025-01-10 23:42:00,50,C
PRD00001281,ORD000321,BODY,2025-01-10 19:33:00,2025-01-10 21:26:00,113,B
PRD00001282,ORD000321,PAINT,2025-01-10 21:30:00,2025-01-10 23:02:00,92,B
PRD00001283,ORD000321,ASSEMBLY,2025-01-10 23:19:00,2025-01-11 02:13:00,174,C
PRD00001284,ORD000321,EOL,2025-01-11 02:29:00,2025-01-11 03:19:00,50,C
PRD00001285,ORD000322,BODY,2025-01-10 03:04:00,2025-01-10 04:58:00,114,C
PRD00001286,ORD000322,PAINT,2025-01-10 05:11:00,2025-01-10 07:20:00,129,C
PRD00001287,ORD000322,ASSEMBLY,2025-01-10 07:33:00,2025-01-10 10:30:00,177,A
PRD00001288,ORD000322,EOL,2025-01-10 10:49:00,2025-01-10 11:25:00,36,A
PRD00001289,ORD000323,BODY,2025-01-11 00:27:00,2025-01-11 01:48:00,81,C
PRD00001290,ORD000323,PAINT,2025-01-11 01:58:00,2025-01-11 03:35:00,97,C
PRD00001291,ORD000323,ASSEMBLY,2025-01-11 03:44:00,2025-01-11 07:29:00,225,C
PRD00001292,ORD000323,EOL,2025-01-11 07:45:00,2025-01-11 08:22:00,37,A
PRD00001293,ORD000324,BODY,2025-01-10 20:41:00,2025-01-10 22:50:00,129,B
PRD00001294,ORD000324,PAINT,2025-01-10 22:53:00,2025-01-11 00:05:00,72,C
PRD00001295,ORD000324,ASSEMBLY,2025-01-11 00:20:00,2025-01-11 03:44:00,204,C
PRD00001296,ORD000324,EOL,2025-01-11 04:00:00,2025-01-11 04:50:00,50,C
PRD00001297,ORD000325,BODY,2025-01-10 04:33:00,2025-01-10 06:38:00,125,C
PRD00001298,ORD000325,PAINT,2025-01-10 06:52:00,2025-01-10 08:22:00,90,A
PRD00001299,ORD000325,ASSEMBLY,2025-01-10 08:40:00,2025-01-10 12:40:00,240,A
PRD00001300,ORD000325,EOL,2025-01-10 12:50:00,2025-01-10 13:32:00,42,A
PRD00001301,ORD000326,BODY,2025-01-10 18:24:00,2025-01-10 20:31:00,127,B
PRD00001302,ORD000326,PAINT,2025-01-10 20:34:00,2025-01-10 22:25:00,111,B
PRD00001303,ORD000326,ASSEMBLY,2025-01-10 22:39:00,2025-01-11 03:06:00,267,C
PRD00001304,ORD000326,EOL,2025-01-11 03:27:00,2025-01-11 04:21:00,54,C
PRD00001305,ORD000327,BODY,2025-01-10 05:46:00,2025-01-10 07:41:00,115,C
PRD00001306,ORD000327,PAINT,2025-01-10 07:52:00,2025-01-10 09:13:00,81,A
PRD00001307,ORD000327,ASSEMBLY,2025-01-10 09:16:00,2025-01-10 13:28:00,252,A
PRD00001308,ORD000327,EOL,2025-01-10 13:37:00,2025-01-10 14:23:00,46,A
PRD00001309,ORD000328,BODY,2025-01-10 11:21:00,2025-01-10 13:00:00,99,A
PRD00001310,ORD000328,PAINT,2025-01-10 13:17:00,2025-01-10 14:56:00,99,A
PRD00001311,ORD000328,ASSEMBLY,2025-01-10 15:08:00,2025-01-10 18:20:00,192,B
PRD00001312,ORD000328,EOL,2025-01-10 18:26:00,2025-01-10 18:51:00,25,B
PRD00001313,ORD000329,BODY,2025-01-10 03:04:00,2025-01-10 04:09:00,65,C
PRD00001314,ORD000329,PAINT,2025-01-10 04:25:00,2025-01-10 05:53:00,88,C
PRD00001315,ORD000329,ASSEMBLY,2025-01-10 06:09:00,2025-01-10 08:59:00,170,A
PRD00001316,ORD000329,EOL,2025-01-10 09:05:00,2025-01-10 09:46:00,41,A
PRD00001317,ORD000330,BODY,2025-01-10 05:42:00,2025-01-10 08:01:00,139,C
PRD00001318,ORD000330,PAINT,2025-01-10 08:07:00,2025-01-10 10:00:00,113,A
PRD00001319,ORD000330,ASSEMBLY,2025-01-10 10:14:00,2025-01-10 15:11:00,297,A
PRD00001320,ORD000330,EOL,2025-01-10 15:15:00,2025-01-10 16:02:00,47,B
PRD00001321,ORD000331,BODY,2025-01-10 18:43:00,2025-01-10 20:39:00,116,B
PRD00001322,ORD000331,PAINT,2025-01-10 20:42:00,2025-01-10 22:37:00,115,B
PRD00001323,ORD000331,ASSEMBLY,2025-01-10 22:44:00,2025-01-11 01:46:00,182,C
PRD00001324,ORD000331,EOL,2025-01-11 02:00:00,2025-01-11 02:38:00,38,C
PRD00001325,ORD000332,BODY,2025-01-10 10:18:00,2025-01-10 11:39:00,81,A
PRD00001326,ORD000332,PAINT,2025-01-10 11:51:00,2025-01-10 13:12:00,81,A
PRD00001327,ORD000332,ASSEMBLY,2025-01-10 13:31:00,2025-01-10 17:13:00,222,A
PRD00001328,ORD000332,EOL,2025-01-10 17:17:00,2025-01-10 18:04:00,47,B
PRD00001329,ORD000333,BODY,2025-01-10 11:04:00,2025-01-10 12:39:00,95,A
PRD00001330,ORD000333,PAINT,2025-01-10 12:47:00,2025-01-10 14:27:00,100,A
PRD00001331,ORD000333,ASSEMBLY,2025-01-10 14:30:00,2025-01-10 17:38:00,188,B
PRD00001332,ORD000333,EOL,2025-01-10 17:50:00,2025-01-10 18:35:00,45,B
PRD00001333,ORD000334,BODY,2025-01-10 02:56:00,2025-01-10 04:58:00,122,C
PRD00001334,ORD000334,PAINT,2025-01-10 05:13:00,2025-01-10 07:25:00,132,C
PRD00001335,ORD000334,ASSEMBLY,2025-01-10 07:45:00,2025-01-10 11:00:00,195,A
PRD00001336,ORD000334,EOL,2025-01-10 11:04:00,2025-01-10 11:43:00,39,A
PRD00001337,ORD000335,BODY,2025-01-10 08:35:00,2025-01-10 10:28:00,113,A
PRD00001338,ORD000335,PAINT,2025-01-10 10:42:00,2025-01-10 12:26:00,104,A
PRD00001339,ORD000335,ASSEMBLY,2025-01-10 12:30:00,2025-01-10 16:23:00,233,A
PRD00001340,ORD000335,EOL,2025-01-10 16:27:00,2025-01-10 17:19:00,52,B
PRD00001341,ORD000336,BODY,2025-01-10 05:13:00,2025-01-10 07:20:00,127,C
PRD00001342,ORD000336,PAINT,2025-01-10 07:39:00,2025-01-10 09:47:00,128,A
PRD00001343,ORD000336,ASSEMBLY,2025-01-10 10:02:00,2025-01-10 14:11:00,249,A
PRD00001344,ORD000336,EOL,2025-01-10 14:16:00,2025-01-10 15:02:00,46,B
PRD00001345,ORD000337,BODY,2025-01-10 07:13:00,2025-01-10 09:02:00,109,A
PRD00001346,ORD000337,PAINT,2025-01-10 09:21:00,2025-01-10 11:19:00,118,A
PRD00001347,ORD000337,ASSEMBLY,2025-01-10 11:35:00,2025-01-10 14:38:00,183,A
PRD00001348,ORD000337,EOL,2025-01-10 14:44:00,2025-01-10 15:27:00,43,B
PRD00001349,ORD000338,BODY,2025-01-10 10:39:00,2025-01-10 12:20:00,101,A
PRD00001350,ORD000338,PAINT,2025-01-10 12:24:00,2025-01-10 14:24:00,120,A
PRD00001351,ORD000338,ASSEMBLY,2025-01-10 14:40:00,2025-01-10 17:47:00,187,B
PRD00001352,ORD000338,EOL,2025-01-10 18:06:00,2025-01-10 19:02:00,56,B
PRD00001353,ORD000339,BODY,2025-01-10 04:22:00,2025-01-10 05:50:00,88,C
PRD00001354,ORD000339,PAINT,2025-01-10 05:56:00,2025-01-10 07:38:00,102,C
PRD00001355,ORD000339,ASSEMBLY,2025-01-10 07:47:00,2025-01-10 11:20:00,213,A
PRD00001356,ORD000339,EOL,2025-01-10 11:24:00,2025-01-10 11:59:00,35,A
PRD00001357,ORD000340,BODY,2025-01-10 04:01:00,2025-01-10 05:51:00,110,C
PRD00001358,ORD000340,PAINT,2025-01-10 06:10:00,2025-01-10 08:12:00,122,A
PRD00001359,ORD000340,ASSEMBLY,2025-01-10 08:31:00,2025-01-10 12:18:00,227,A
PRD00001360,ORD000340,EOL,2025-01-10 12:39:00,2025-01-10 13:30:00,51,A
PRD00001361,ORD000341,BODY,2025-01-10 08:41:00,2025-01-10 10:31:00,110,A
PRD00001362,ORD000341,PAINT,2025-01-10 10:42:00,2025-01-10 12:12:00,90,A
PRD00001363,ORD000341,ASSEMBLY,2025-01-10 12:31:00,2025-01-10 16:35:00,244,A
PRD00001364,ORD000341,EOL,2025-01-10 16:56:00,2025-01-10 17:49:00,53,B
PRD00001365,ORD000342,BODY,2025-01-10 17:40:00,2025-01-10 19:17:00,97,B
PRD00001366,ORD000342,PAINT,2025-01-10 19:26:00,2025-01-10 20:58:00,92,B
PRD00001367,ORD000342,ASSEMBLY,2025-01-10 21:08:00,2025-01-11 01:13:00,245,B
PRD00001368,ORD000342,EOL,2025-01-11 01:23:00,2025-01-11 02:26:00,63,C
PRD00001369,ORD000343,BODY,2025-01-10 09:09:00,2025-01-10 10:33:00,84,A
PRD00001370,ORD000343,PAINT,2025-01-10 10:51:00,2025-01-10 12:49:00,118,A
PRD00001371,ORD000343,ASSEMBLY,2025-01-10 13:01:00,2025-01-10 16:17:00,196,A
PRD00001372,ORD000343,EOL,2025-01-10 16:31:00,2025-01-10 17:08:00,37,B
PRD00001373,ORD000344,BODY,2025-01-10 22:48:00,2025-01-11 00:46:00,118,C
PRD00001374,ORD000344,PAINT,2025-01-11 01:05:00,2025-01-11 03:08:00,123,C
PRD00001375,ORD000344,ASSEMBLY,2025-01-11 03:26:00,2025-01-11 07:07:00,221,C
PRD00001376,ORD000344,EOL,2025-01-11 07:19:00,2025-01-11 08:09:00,50,A
PRD00001377,ORD000345,BODY,2025-01-10 12:57:00,2025-01-10 14:28:00,91,A
PRD00001378,ORD000345,PAINT,2025-01-10 14:41:00,2025-01-10 16:10:00,89,B
PRD00001379,ORD000345,ASSEMBLY,2025-01-10 16:14:00,2025-01-10 20:06:00,232,B
PRD00001380,ORD000345,EOL,2025-01-10 20:26:00,2025-01-10 21:10:00,44,B
PRD00001381,ORD000346,BODY,2025-01-10 20:10:00,2025-01-10 21:49:00,99,B
PRD00001382,ORD000346,PAINT,2025-01-10 21:58:00,2025-01-10 23:13:00,75,B
PRD00001383,ORD000346,ASSEMBLY,2025-01-10 23:26:00,2025-01-11 02:54:00,208,C
PRD00001384,ORD000346,EOL,2025-01-11 03:06:00,2025-01-11 03:39:00,33,C
PRD00001385,ORD000347,BODY,2025-01-10 12:58:00,2025-01-10 14:22:00,84,A
PRD00001386,ORD000347,PAINT,2025-01-10 14:28:00,2025-01-10 16:15:00,107,B
PRD00001387,ORD000347,ASSEMBLY,2025-01-10 16:24:00,2025-01-10 20:17:00,233,B
PRD00001388,ORD000347,EOL,2025-01-10 20:33:00,2025-01-10 21:09:00,36,B
PRD00001389,ORD000348,BODY,2025-01-10 06:31:00,2025-01-10 08:08:00,97,A
PRD00001390,ORD000348,PAINT,2025-01-10 08:16:00,2025-01-10 10:51:00,155,A
PRD00001391,ORD000348,ASSEMBLY,2025-01-10 11:02:00,2025-01-10 14:32:00,210,A
PRD00001392,ORD000348,EOL,2025-01-10 14:50:00,2025-01-10 15:23:00,33,B
PRD00001393,ORD000349,BODY,2025-01-10 20:52:00,2025-01-10 22:21:00,89,B
PRD00001394,ORD000349,PAINT,2025-01-10 22:28:00,2025-01-11 00:10:00,102,C
PRD00001395,ORD000349,ASSEMBLY,2025-01-11 00:17:00,2025-01-11 03:01:00,164,C
PRD00001396,ORD000349,EOL,2025-01-11 03:18:00,2025-01-11 03:59:00,41,C
PRD00001397,ORD000350,BODY,2025-01-11 03:29:00,2025-01-11 04:58:00,89,C
PRD00001398,ORD000350,PAINT,2025-01-11 05:05:00,2025-01-11 07:02:00,117,C
PRD00001399,ORD000350,ASSEMBLY,2025-01-11 07:20:00,2025-01-11 11:11:00,231,A
PRD00001400,ORD000350,EOL,2025-01-11 11:14:00,2025-01-11 11:55:00,41,A
PRD00001401,ORD000351,BODY,2025-01-11 19:32:00,2025-01-11 21:48:00,136,B
PRD00001402,ORD000351,PAINT,2025-01-11 21:52:00,2025-01-11 23:26:00,94,B
PRD00001403,ORD000351,ASSEMBLY,2025-01-11 23:42:00,2025-01-12 03:33:00,231,C
PRD00001404,ORD000351,EOL,2025-01-12 03:43:00,2025-01-12 04:34:00,51,C
PRD00001405,ORD000352,BODY,2025-01-11 13:39:00,2025-01-11 15:20:00,101,A
PRD00001406,ORD000352,PAINT,2025-01-11 15:30:00,2025-01-11 17:23:00,113,B
PRD00001407,ORD000352,ASSEMBLY,2025-01-11 17:32:00,2025-01-11 21:51:00,259,B
PRD00001408,ORD000352,EOL,2025-01-11 21:56:00,2025-01-11 22:53:00,57,B
PRD00001409,ORD000353,BODY,2025-01-11 01:10:00,2025-01-11 03:30:00,140,C
PRD00001410,ORD000353,PAINT,2025-01-11 03:35:00,2025-01-11 05:01:00,86,C
PRD00001411,ORD000353,ASSEMBLY,2025-01-11 05:18:00,2025-01-11 09:18:00,240,C
PRD00001412,ORD000353,EOL,2025-01-11 09:31:00,2025-01-11 10:27:00,56,A
PRD00001413,ORD000354,BODY,2025-01-11 08:22:00,2025-01-11 10:20:00,118,A
PRD00001414,ORD000354,PAINT,2025-01-11 10:23:00,2025-01-11 12:27:00,124,A
PRD00001415,ORD000354,ASSEMBLY,2025-01-11 12:46:00,2025-01-11 16:50:00,244,A
PRD00001416,ORD000354,EOL,2025-01-11 16:55:00,2025-01-11 17:50:00,55,B
PRD00001417,ORD000355,BODY,2025-01-12 03:50:00,2025-01-12 05:24:00,94,C
PRD00001418,ORD000355,PAINT,2025-01-12 05:43:00,2025-01-12 07:08:00,85,C
PRD00001419,ORD000355,ASSEMBLY,2025-01-12 07:17:00,2025-01-12 10:59:00,222,A
PRD00001420,ORD000355,EOL,2025-01-12 11:03:00,2025-01-12 11:54:00,51,A
PRD00001421,ORD000356,BODY,2025-01-12 01:56:00,2025-01-12 04:05:00,129,C
PRD00001422,ORD000356,PAINT,2025-01-12 04:25:00,2025-01-12 05:57:00,92,C
PRD00001423,ORD000356,ASSEMBLY,2025-01-12 06:13:00,2025-01-12 09:51:00,218,A
PRD00001424,ORD000356,EOL,2025-01-12 10:00:00,2025-01-12 10:58:00,58,A
PRD00001425,ORD000357,BODY,2025-01-11 19:11:00,2025-01-11 20:49:00,98,B
PRD00001426,ORD000357,PAINT,2025-01-11 21:04:00,2025-01-11 22:45:00,101,B
PRD00001427,ORD000357,ASSEMBLY,2025-01-11 22:50:00,2025-01-12 01:38:00,168,C
PRD00001428,ORD000357,EOL,2025-01-12 01:52:00,2025-01-12 02:32:00,40,C
PRD00001429,ORD000358,BODY,2025-01-11 19:07:00,2025-01-11 20:35:00,88,B
PRD00001430,ORD000358,PAINT,2025-01-11 20:55:00,2025-01-11 22:30:00,95,B
PRD00001431,ORD000358,ASSEMBLY,2025-01-11 22:43:00,2025-01-12 02:45:00,242,C
PRD00001432,ORD000358,EOL,2025-01-12 02:54:00,2025-01-12 03:39:00,45,C
PRD00001433,ORD000359,BODY,2025-01-11 22:11:00,2025-01-11 23:43:00,92,C
PRD00001434,ORD000359,PAINT,2025-01-11 23:50:00,2025-01-12 01:07:00,77,C
PRD00001435,ORD000359,ASSEMBLY,2025-01-12 01:11:00,2025-01-12 04:38:00,207,C
